출처,작성자,날짜,내용,공감,답글수,원댓글ID
뉴스,@zpzero8115,2023-07-22 11:18:14, @ruriu8003  동화중에 소름끼치지 않는 동화가 있나? 넌 어떻게 아는게 하나도 없냐.,4,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9glUauDEXPb
뉴스,@simple4041,2023-07-22 11:18:14,전래동화는 동화로좀 받아 들여라 뭔 시대상황 ㅇㅈㄹ;;,7,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9glXoVjmQll
뉴스,@user-qe2ek5op9j,2023-07-22 11:18:14," @ruriu8003  백설공주 원작 읽어 보면....뭐...심청전은 정말 애들 동화 수준이지..
백설공주 원작은 읽어 봤냐?",7,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9gldieNSK1w
뉴스,@moondan9006,2023-07-22 11:18:14,"동화는 동화로 봅시다 뭐깨진 pc전사들만있나….
당신네들 자식낳은면 무슨 단테의 신곡만 달달 읽어줄것도 아니고 불편한거 참 많아요…

불편하면 자세를 고쳐앉으세요. 보는 자세가 잘 못 된거 아닙니까?",4,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9glg-V_H7x0
뉴스,@user-hv6km3mn2k,2023-07-22 11:18:14,근데 애초에 심청전을 각색시키면 바다에 빠질일이 없음 ㅋㅋㅋㅋ 걍 집에서 밥이나 먹고 사는거지,1,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9gliHFpNvOD
뉴스,@simple4041,2023-07-22 11:18:14, @user-dh5ji3if5s  순화된거지 그시대 입맛에 따라 확확 바뀌지는 않음 맘에 안든다고 지 멋대로 바꿀거면 원작에서 따온게 아닌 걍 2차 창작물이지;; 지금봐도 그렇게 이상한점 없이 인과관계로 다 설명되는 부분을 왜 굳이 불편한 점을 억지로 찾아내고 바꿔가면서까지 시대 흐름에 맞춰야하는지 이해가 안됨,3,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9gliKMcLqtx
뉴스,@simple4041,2023-07-22 11:18:14, @user-dh5ji3if5s  저는 님이 각색하고 싶어하시는 물에 뛰어드는 이유가 심청전에서 제일 비중있고 의미있는 부분이라 느껴서 반대하는거 같음 때로는 시대의 흐름에 맞춰갈 필요도 있지만 굳이 할 필요가 없다고 느껴서 더더욱 그러는거 같기도 하고,2,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9glk88cuIJx
뉴스,@RT-hb2nm,2023-07-22 11:18:14," @moondan9006  ㅋㅋㅋ뭔말하는지 솔직히
잘 모르겠지?",0,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9glzGCjBfv-
뉴스,@cococats2019,2023-07-22 11:18:14,예를들면...포켓몬 빵을 얻기위해 인당수에 몸을 던지는걸로 각색을 하면...(몇번을 빠져야 다 모을수있음?),1,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9gm1Pr8EulO
뉴스,@Thousandboobs,2023-07-22 11:18:14,유식한척 하려다 개망신당했네,1,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9gm2ZZgSgUb
뉴스,@user-bi6zw5bt5h,2023-07-22 11:18:14, @ruriu8003  팔아넘겻으면 그걸 효라고 안하지 똘추야....,0,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9gmp5mYK_6b
뉴스,@soonsalorderisbone,2023-07-22 11:18:14,여기다 pc를 끼얹어??,2,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9gmpcrXgYzw
뉴스,@user-bi6zw5bt5h,2023-07-22 11:18:14," @user-dh5ji3if5s  오히려 최근 심청전은 새로운 시각에서 보고 잇는데 심청이가 공양미 3백석으로 인당수에 뛰어든 것은 효때문이 아니라 당시 약자들의 괴로운 삶속에서 벗어나고 싶은 주체적인 선택이엇다는 시각도 있어요. 애초에 3백석을 아버지가 받앗는지 안받앗는지 그걸 공양을 하는지 확인도 안하고 다짜고짜 뱃사람들 따라가는데서 이걸 효심에서 한 행동이라고 볼 수 잇을까하는 시각도 존재합니다.

신데렐라 스토리도 백설공주 스토리도 뜯어보면 매우 시대착오적입니다. 신데렐라에겐 주체적인 여성으ㅣ 삶보다 전형적으로 남성을 잘 만나 신분상승하는 스토리고 백설공주는.... 원작이 정말 처참하죠. 동화는 당시 시대상에서 아이들에게 들려주는 것이라 아이들의 예의와 문화를 가르치는 내용과 함께 잔인하고 무섭습니다. 그런 시각만 부각히켜 전달시키는 것이 아닌 색다른 시각으로 동화를 해석하고 의미를 부여하는 것또한 당시 시대의 약자들의 삶에 주체성을 불어넣을 수 있다는 점이 전래동화를 그대로 받아들이기만 하는 것보다 더 좋은 재밌는 활동이자 다양성을 넓힐 수 있는 시각이 아닐까요",3,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9gmps9U_GLg
뉴스,@limgt8340,2023-07-22 11:18:14, @ruriu8003  조선족인가.... 무섭군요..,1,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9gr_R0txOma
뉴스,@kimyeeeeeeebak,2023-07-22 11:18:14," @3dsmax2024  근데 우리가 아는 각색된 내용말고 원작을 보면 심봉사가 그리 좋은 아버지가 아니긴 해요.
심청이가 물에 빠져서 받은 돈 가지고 뺑떡어미랑 놀아나고 흥청망청 돈 쓰다가 결국 다 날리는 내용이 있거든요.
자식 죽어서 받은 돈을 그렇게 쓰는 거 보면 좋은 아비가 아니었단 걸 알 수 있죠.",1,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9grhOzmVZzg
뉴스,@dongohlhfy1790,2023-07-22 11:18:14," @3dsmax2024  성이름 얘 그냥 넷상에 댓글 막 싸지르는거로 유명한애임ㅋㅋ 뭣도 모르는데 많이 아는척 생각없이 막 내뱉는 말들뿐이니 진지하게 대응안해줘도 될듯.
관종은 관심을 주면 안됩니다ㅋㅋ",0,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9grpGCfN8Jb
뉴스,@user-me8xz1rx6w,2023-07-22 11:18:14, @ruriu8003  왜곡은 하지 맙시다 ;;,1,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9guw_8_AeP2
뉴스,@NMIXX_FOREVER,2023-07-22 11:18:14," @ruriu8003  애초에 백설공주 원작은 왕자가 시체성애자고 신데렐라 원작은 언니들이 구두에 발 들어가려고 발꿈치 자르고, 인어공주는 거품되서 죽음. 다 디즈니에서 미화한거지",0,,UgwNcWpp-Bs7r1txSdB4AaABAg.9gkwUb3w7DH9hMVNa42h2i
뉴스,@chocobo5015,2023-07-22 11:17:54,디즈니에서 유사성 관련으로 소송거는 해피엔딩 보여줬으면 좋겠다,10,2,UgwNikXsx3S2qUswrqV4AaABAg
뉴스,@lrukha,2023-07-22 11:17:54,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,,UgwNikXsx3S2qUswrqV4AaABAg.9gnC_ZMwJG69gnFCaorIC2
뉴스,@user-ce3wr3iw8j,2023-07-22 11:17:54,ㅇㅈ,0,,UgwNikXsx3S2qUswrqV4AaABAg.9gnC_ZMwJG69gsDh2_skWf
뉴스,@sjrnfl1914,2023-07-22 11:17:57,"뺑덕어멈이 이뻐~
치명적인 매력을 가지고 있어",0,,UgwNvCADEb3MmjBkctR4AaABAg
뉴스,@user-cy7jw2eq7m,2023-07-22 11:18:00,중국:심청이도 중국인이다!ㅋ,0,,UgwOJ4DA4LV6H6bO2kt4AaABAg
뉴스,@HeewoonKIM,2023-07-22 11:17:48,"요글래 소식들어보니 김청기 감독이 디즈니스타일 심청전을 스토리보드 작업중이라던데...
너무 옜날사람이라 진부한 스토리일까봐 기대는 안되는.. 디즈니의 라이온킹, 토이스토리 한창 대박날때..
의적 임꺽정 보구 너무 완전 대실망했던 기억이 있던... 연출이며 퀄리티며 음질이며.. 완전.... 쪕...",0,,UgwOO8JN9jUHz5EDoF14AaABAg
뉴스,@user-lu1kw6vh7v,2023-07-22 11:18:03,"빨간 구두라는 애니처럼 
한국 캐릭터도 애니화 시키고
 영화화 시켜서 더욱 한국 문화가 발전하길 빕니다",1,1,UgwPN-j35M6zkHdezDp4AaABAg
뉴스,@user-qz4yy8gm8f,2023-07-22 11:18:04,"오징어게임,지옥,지금우리학교는,이상한 변호사 우영우 = 세계1위 달성한 인기 한국 드라마
BTS,블랙핑크 = 세계 빌보드 탑 100 에서 1등 차지
영화 기생충 = 봉준호 감독 최고 우수상 수상
드라마 6부작 오징어게임 = 에미상 , 감독상 ,
남우주연상 총 7관왕중 6관왕 달성
유튜브 전체 조회수 1위 한국노래 = 핑크퐁 아기상어
유명한 애니 겨울왕국 캐릭터 엘사 디자이너
한국인 김상진 다자이너
나혼자 레벨업 = 한국 웹툰 최초 세계 1위 달성
인터넷 속도 세계1위 = 한국
한국 세계 혁신 국가 평가 6년 연속 세계 1위
한국 E 스포츠 전세계 롤 파워 랭킹 전체 1위 차치
세계 점유율 1위 한국 재품 : SUN,부탄가스,알로예 음료
한국 여자 골프 전체 랭킹 1위 오래한 나라 = 총 기간 161주
노인 취업률 세계 1위 : 한국
선박수주 세계 1위 : 한국
반도체 강국 : 한국
리그 오브 레전드 선수중 대회 상금 전체 1위 한국선수 페이커 : 모든 국제 대회를 우승한 최초이자 유일한 선수
이미 한국 문화는 다 발전된지 오래됨",0,,UgwPN-j35M6zkHdezDp4AaABAg.9glBulcOzHb9h0vYvVlt73
뉴스,@user-gw3zs8ij7f,2023-07-22 11:17:59,"예수님 믿고 천국가세요~
""주 예수를 믿으라 그리하면 너와 네 집이 구원을 받으리라"" '(사도행전 16장 31절)'",0,,UgwPnL_YUI6XPeo-Mzh4AaABAg
뉴스,@user-vz9nm6sw1r,2023-07-22 11:17:47,심청이는 왕비가 되지 않아요? 뭍으로 올라온 연꽃을 임금에게 진상했는데 그안에 들어있다가 왕비 되는걸로 기억하는디...ㅇㅁㅇ,0,,UgwQBEoULxjAopr0gNp4AaABAg
뉴스,@user-sp7il1wz1b,,"이렇게 잘만든것을
'그나라'가 본다면 한복을 시작으로
심청도 지들꺼라고 지랄발광하겠누",1,,UgwQd3a8MSJ1KfHMTi14AaABAg
뉴스,@user-vg7jc7hy6z,2023-07-22 11:17:58,생각과 행동 수준이 높군요 역시 ㅎ버드,0,,UgwRCszT9gVQZZciBzF4AaABAg
뉴스,@naruwiki,2023-07-22 11:18:03,심장이 웅장해진다,141,4,UgwRNkQDsUmIr6EB9cV4AaABAg
뉴스,@user-ro3nn6fy5q,2023-07-22 11:18:03,나리미야!,1,,UgwRNkQDsUmIr6EB9cV4AaABAg.9glE2gUc6Ph9gnJROnciKu
뉴스,@user-uf9lo6ew9r,2023-07-22 11:18:03,심청이 웅장해진다,4,,UgwRNkQDsUmIr6EB9cV4AaABAg.9glE2gUc6Ph9gnVeToxyFv
뉴스,@tomrinderberg7104,2023-07-22 11:18:03, @Zzong22  병원가보심청 이ㅈㄹㅋㅋㅋㅋㅋ,1,,UgwRNkQDsUmIr6EB9cV4AaABAg.9glE2gUc6Ph9guSYlHQHyA
뉴스,@satangsusu338,2023-07-22 11:18:03, @Zzong22  ㅇㅈㄹㅋㄹㅋㅋㅋㅇㅋㄱㅋㄱㅋㅇㅋ,0,,UgwRNkQDsUmIr6EB9cV4AaABAg.9glE2gUc6Ph9h-j2y_BgB3
뉴스,@user-fu3pf2qc1b,2023-07-22 11:17:47,재미없구만 뭐가재밌는지,0,,UgwRR1zH5gHTqX_QXM14AaABAg
뉴스,@shp0913,2023-07-22 11:17:47,또 중국이 심청이는 자기네꺼라 하것네,0,,UgwS1jtXzt0EPjtkdFd4AaABAg
뉴스,@user-hq6mh8ng7j,2023-07-22 11:18:02,한국계 미국인이지 한인 하버드생으로 국뽕 이미지 올려치려하네 ㅋㅋ,0,,UgwSQGNS_xARvXLhf7J4AaABAg
뉴스,@user-ov8lt8vs9x,2023-07-22 11:17:49,??? : 한복이 우리가 기원이니 이 애니도 중국이 기원이다,0,,UgwSUJlZS8tfpsthkPh4AaABAg
뉴스,@user-iy5fg3pq3t,2023-07-22 11:17:56,난 몇번 끝까지 봤다.,0,,UgwSXM3KVrUJMCHKO9B4AaABAg
뉴스,@user-bo1pi8vq6d,2023-07-22 11:17:49,"저 학생이 만든게 원작 파괴다 이러는데
애초에 심청전도 원작은 배경이 송나라고 한국에 오지도 않았음
원풍 말년 황주에 심학규와 곽씨부인이… 인데 지명도 다 남경일대이고
황해도 황주목 이런지명은 다 조선 말기에 추가된거임
구운몽의 지명이 다 중국인것처럼
거타지 설화에다가 상상력하고 당시 있었던 이야기 짬뽕에서 만든건데말여
당장 조선시대 판본만 보더라도
어떤 판본은 심학규가 슬퍼하다가 눈을 뜨고
또 다른 판본은 심청이가 황후였어서 용궁에서 잘먹고 잘살고
현대에서는 최인훈의 달아달아 밝은 달아로도 각색하고
옛날에 어디지? 심봉사 심봤다에서 이덕화아님 이순재가 심학규를 연기한거 있은데 그러면 그것도 완전 원본파괴 개쓰레기 문학들이겠누
그사람들은 심청전 다 알고도 그랬고
그게 다 하나의 문학작품이 된건데말야
성냥팔이소녀는 부모님은 없고 삼촌은 알코올 중독자 자기는 백린땜시 얼굴 다 썩어들어가는 소녀였은데
앞으로 성냥팔이 소녀는 다 그렇게 쓰고 삽화도 다 백린중독 환자그림으로 넣어야하냐
우리가 알고있는 서양 동화도 다 그림형제들하고 그 외 수많은 동화작가들이 민간 이야기들을 수정하고 수정하고 포장한건데
앞으로 백설공주 마녀는 달군쇠 신발을 신고 춤을추고
왕자는 시체에다가 키스를 하는걸로 책들이 출판이 되야 맘이 펀할듯",3,1,UgwT1l5gR9JiBpo7QAh4AaABAg
뉴스,@ROCK-sn9sb,2023-07-22 11:17:50,동감 원작 타령하는 인간들 왜이리 많은지 모르겠음 동서양 막론하고 동화들의 원작은 잔혹한게 엄청 많은데 그 동화들을 원작대로 묘사해서 펴내라는 꼴 원작에선 젓갈 담가버리고 토막 내고 이런 잔인한게 얼마나 많은데 ㄷㄷ,0,,UgwT1l5gR9JiBpo7QAh4AaABAg.9gsL5isyyr09gtj-L3Ik-U
뉴스,@injhs,2023-07-22 11:17:52,놀랍게도 하버드는 저런 3D 애니메이션 관련학과로 높은 랭킹에 올라와있지도 않은데 하버드 나왔다고 굳이 언급하는것 보면 역시 한국은 학벌을 엄청 신경쓰는구나 라는 생각이 드네용. 유명한 애니메이션 회사에서 일하는 분들보면 다 탑 아트스쿨 나왔지 우리가 흔히 생각하는 아이비리그 뭐 이런데 안나옴,2,,UgwT95dcG_cpbNEoi514AaABAg
뉴스,@XavielHan,2023-07-22 11:18:07,국격이 올라가는 소리. 대박났음 좋겠다,0,,UgwTCSUoE1MiHLJeXn54AaABAg
뉴스,@user-ko7ko8nl2x,,진짜 엄청난 내용이 엄청난 사람 에게서 재탄생 되었다.,19,,UgwTSAmkzEEL8es2BLB4AaABAg
뉴스,@user-vk5im2ib4o,2023-07-22 11:17:51,웃기고 있네! 찾아 본게 아니라 광고 뜨니까 본 거잖아! 현대적인 감성 좋아하네 인당수에 빠지기 전 비장함과 애통함은 없고 뭘 이순간을 평생을 기다려왔대! ㅋ 디즈니틀에 억지로 구겨넣은 느낌이 현대적인 감성이냐! ㅋ 뭘 알고 만든거야? 하버드라니까 다들 인정 이지랄 다른 채널에서 원작훼손으로 얼마나 논란이 많은데.. 참나 첫 댓글이 이래서 중요하다 김치를 튀겨 먹은 거 같다 웩,0,2,UgwTkCbCdjaNAoSqaEp4AaABAg
뉴스,@enfp6128,2023-07-22 11:17:52,아저씨 가서 발닦고 주무세요,0,,UgwTkCbCdjaNAoSqaEp4AaABAg.9gr-Two4Tje9gr2lbyEycN
뉴스,@enfp6128,2023-07-22 11:17:52,인어공주도 원작이랑 다르게 디즈니에서 제작했듯이 심청전도 그런 식으로 리메이크 했다고 생각하면 되잖음?ㅋㅋㅋㅋㅋ 아재요 제발 그냥 가만히라도 있으면 중간이라도 갑니다,0,,UgwTkCbCdjaNAoSqaEp4AaABAg.9gr-Two4Tje9gr2qcKN39j
뉴스,@ZER0_9015,2023-07-22 11:17:51,저런게 진짜 K문화지,0,,UgwTqYbfeRrPYA623Bx4AaABAg
뉴스,@user-kx5hu4jg9r,2023-07-22 11:17:51,???;디즈니 법무법인 팀입니다,0,,UgwUXs1dI14jN58D6DV4AaABAg
뉴스,@user-ln7ie2ht8s,2023-07-22 11:17:48,중국애들 지들이 원조라고 지랄할꺼 눈에보인다,0,,UgwUhw5timn8HLitveh4AaABAg
뉴스,@sanghyeonjo5440,,노래도 너무 좋던데!! 겨울왕국생각났어요~대단해요.풀버전보고 싶어요,1,,UgwUpPN890WAz4hfJs14AaABAg
뉴스,@chan_0321,2023-07-22 11:18:07,호동왕자와 낭랑공주 서동요도 있고,0,,UgwV3R4O6MZ_ihav3LR4AaABAg
뉴스,@ggg3761,2023-07-22 11:17:51,걍 개잘만들었음ㅋㅋ,0,,UgwVbGGy-tTsEQ3-6mx4AaABAg
뉴스,@user-bo9tq5qn6n,2023-07-22 11:17:54,이렇게 잘 만들면 뭐하나 망이용료 뽑아먹어보겠다고 22년도판 흥선대원군들이 납셨는데,1,,UgwVmPjWN-7YnYIEm3J4AaABAg
뉴스,@Vollg_Knights,2023-07-22 11:17:51,국뽕천지 미치겠다...!,0,,UgwWdDG7KqprRYvVWXh4AaABAg
뉴스,@user-qe2ox5qj5c,2023-07-22 11:17:59,알라딘 보고 많은 영감 받으셨나ㅋㅋ,1,,UgwWgDuCkCEtREgtUY94AaABAg
뉴스,@user-zh9lp1hy6m,2023-07-22 11:18:06,중공: 어? 좋아보인다....저거 윈래 중국꺼 하자..ㅋㅋ,0,,UgwXNRBIwgINwJ8DY7R4AaABAg
뉴스,@user-xl8eh4pr8u,2023-07-22 11:17:51,근데 이 광고가 유명해짐으로서 더더욱 디즈니에서 심청 관련해서 제작 안할듯 ㅠㅠ,0,,UgwXU3M1qGn-jxHdLod4AaABAg
뉴스,@danielkim8348,2023-07-22 11:18:07,잘만들기는 했는데 겨울왕국 엘사노래 떠오르네.한복입었지만 얼굴은 디즈니 익숙한 이목구비ㅋ,0,,UgwZ14YwP0ifR_DYXYZ4AaABAg
뉴스,@user-oe9iv9kq5q,2023-07-22 11:17:59,"댓글에 심청이 눈 한국인처럼 눈 작게 해달라하면
한쪽에선 인종차별이라고 할거 같다는데ㅋㅋㅋㅋㅋ",0,,UgwZ3k16fbkMlTVGLal4AaABAg
뉴스,@user-Belphegor,2023-07-22 11:17:51,저 시대 캐릭터가 외국 노래처럼 부르니까 뭔가 그렇다?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,,UgwZjAYh7p-exAZNM094AaABAg
뉴스,@myownme53,2023-07-22 11:17:53,"그런데..
좀 김건희 냄새가..",0,,Ugw_RbU3QjV2HD1bQWJ4AaABAg
뉴스,@Tsh7358,,이거 스토리 잘짜서 디즈니영화로 만들어도 될거같은데,0,,Ugwa9eFyImk2m8RaYzN4AaABAg
뉴스,@iNARU-oe7pp,2023-07-22 11:17:56,정말인줄 알고 설렜는데 진짜로 만들어 줬음 좋겠음!!,1,,UgwaUo-r8XlKV7TwfLp4AaABAg
뉴스,@user-bv2ip9pe6i,2023-07-22 11:17:49,심청전은… 쿵쾅이들 쿵쾅거릴만 함… 아버지를 위해 자기 목숨을 버리는 내용이 현대 사회에서 보편적이진 않음…,1,1,UgwaokXx8VSmc1uttYh4AaABAg
뉴스,@w8157,2023-07-22 11:17:49,자기 아빠보고 한남이라 거리는 싸가지 없는 쿵쾅이들 눈에는 그렇게 보일수 밖에,1,,UgwaokXx8VSmc1uttYh4AaABAg.9gsbuuLeI3e9gsjMbsf5mt
뉴스,@Emily_Hersheyfield,2023-07-22 11:17:49,"장님인 아버지 심 봉사는
자신의 눈을 띄우기 위해 
공양미 삼백석에 딸을 팔고 
못난 아버지 때문에 억지로
인당수에 몸을 던지는
소녀 심청의 슬픈 이야기을 다룬다",0,1,UgwcFWjFwXaeWYJMvO94AaABAg
뉴스,@Emily_Hersheyfield,2023-07-22 11:17:50,아버지 심봉사의 허황된 약속에 인신매매의 피해자가 된 심청을 그저 ‘효녀’라고만 불러도 될까. ‘효’를 명분으로 심청의 희생을 미화하는 것은 누구의 기획일까?,1,,UgwcFWjFwXaeWYJMvO94AaABAg.9gsDX86Gp7n9gsDuZbo4dh
뉴스,@user-yt1nd3dp2r,2023-07-22 11:17:55,"쭝국:야!!!! 왜 우리 한복인데 왜 니들꺼라하냐!!!

한국:?",0,,Ugwe5bMoKcB0tCYp6DZ4AaABAg
뉴스,@user-rm1pp5be7g,2023-07-22 11:17:56,디즈니풍 흑인 심청이 나오겠네 이러다. 심청이가 아니라 심흑이겠지만.,0,,UgweMCYYLzZG-X_jvNx4AaABAg
뉴스,@wonder.p336,2023-07-22 11:17:59,"흥부.놀부 이거 해외에서 무조건 먹힌다!
박따면서 노래.춤 쌉가능!",1,,Ugwf-xDw94ZCoVt5yU94AaABAg
뉴스,@user-ns1gw7ub2h,2023-07-22 11:17:49,뭐야 왜 판소리가 아닌데?,0,,Ugwh7JV09wU9sorXuvt4AaABAg
뉴스,@user-ce9el2tg5u,2023-07-22 11:17:46,그리고 그 시청기록은 광고로 나온것이었다는 설이돈다..,1,,Ugwhbz5IJuzc4VUqx8x4AaABAg
뉴스,@user-oz4zk4cd2c,2023-07-22 11:18:09,심청이도 흑인으로하지,0,,UgwhhlEmmXe1QGVHm-94AaABAg
뉴스,@karl_friedrich_gauss,2023-07-22 11:17:54,디즈니면 심청이 흑인인데;;,0,,Ugwi6e7pNxoYJ5pb9Cx4AaABAg
뉴스,@_Moonbear,2023-07-22 11:17:47,더보기든 고정댓이든 원영상 주소좀 남겨놔야하지 않냐;;,0,,UgwiL3L33PkbOFUbg514AaABAg
뉴스,@luciferdraven3948,2023-07-22 11:17:53,청이가 노래 부르는데 전율이 쫘악..,1,,UgwiMC3Y2nIRn7Nz_454AaABAg
뉴스,@user-sb6ig3ff9p,2023-07-22 11:18:08,권율 이순신 이런걸 애니로 만들어봐라....예전 반공 스타일 극화말고.....원래 스토리가 극적인데 더 양념 뿌려봐....환장할걸?,1,,UgwiWzSy0aAXAijysER4AaABAg
뉴스,@no-more-nalmuk-shorts,2023-07-22 11:17:46,** 망사용료법이 통과되면 생길일 : 한인 하버드생에게 네트워크 망 사용료로 어마어마한 비용이 청구된다. 수익 창출 여부와는 전혀 관계 없이. **,0,,UgwiZUe6Jd0hzf9S4bF4AaABAg
뉴스,@user-dw3rd9em2b,2023-07-22 11:18:05,콩쥐팥쥐 Coming soon,0,,Ugwi_KCDMp0__4ajiHV4AaABAg
뉴스,@user-le6co3fj4y,2023-07-22 11:17:46,이제 중국거라고 하겠지 ㅋㅋ,0,,UgwjErAUbtPwsdJTtp14AaABAg
뉴스,@Fucking_YoutubeHandle_FuckU,2023-07-22 11:17:46,K-인간재물이........,0,,UgwjSTPnzsIzAOFC4bR4AaABAg
뉴스,@s049hy8,2023-07-22 11:17:47,지금 심청이는 제물로 공양 되는건데 왜 저런 식으로 표현한거지? 아예 다르잖아... 보자마자 든 생각이 어이가 없다 였음.,5,,UgwjXIwnGPxBS2nvk_94AaABAg
뉴스,@stronglight2251,2023-07-22 11:18:06,디즈니 애니영화라고 생각나게 만드는 느낌!!! 그것도 우리나라가 만들어낸 누구나 아는 그 전래동화❣️,10,,UgwkPvmHwYFcuQPpApJ4AaABAg
뉴스,@omijaaa,2023-07-22 11:18:01,디즈니 묻히지마라 pc묻은 머기업은 싫다,0,,Ugwkb0gRalUirhoK6Ml4AaABAg
뉴스,@user-hj7zj3qz7v,2023-07-22 11:18:05,"뭐여 광고라고? 난 디즈니 애니로 나오는 줄 알았지, 개봉하면 봐야겠다 했구만,,,",0,,UgwkmO-mZbgB7d621yF4AaABAg
뉴스,@ilillili1404,2023-07-22 11:17:48,"심청이가 흑인이 아니잖아 어림도없지~
심흑전 되어야 디즈니 가능",0,,UgwlKAK7WA04Y5dfYWV4AaABAg
뉴스,@user-ok6fp8ik8o,2023-07-22 11:17:52,뒷이야기가 궁금하다. 당장 애니로 만들어라~,0,,UgwlSWhjlhhWH-T_6uR4AaABAg
뉴스,@lx_xli,2023-07-22 11:18:02,우리가 안만드는데... 어쩌겠나...,0,,UgwlprmerJ1f508B8Vd4AaABAg
뉴스,@user-bm1dn7un8v,2023-07-22 11:17:51,근데 왜 영어로부르노?,1,,Ugwm35KejZPbntQlvVR4AaABAg
뉴스,@user-su7qg5od2j,2023-07-22 11:17:49,홍길동전도 있고..호랑이와 곶감.등등 우리나라 전래동화 이야기들이 재밌었죠ㅋㅋㅋㅋ,0,,UgwmCHPDfERpYsCc2x54AaABAg
뉴스,@user-nv2fp6yw8h,2023-07-22 11:17:59,평강공주와 바보온달이야기가 나오면 재밌을거같다!!,1,,UgwmbJEsvzmNaVIftCR4AaABAg
뉴스,@user-iy5go4uo2t,2023-07-22 11:17:58,효녀 심청 다음으로 심영도 부탁드립니다,0,,UgwnjGMdE1RTcgI0Btd4AaABAg
뉴스,@user-gp8xg5dv9f,2023-07-22 11:17:49,디씨야 보고있니,0,,Ugwo0PZ4OVV0TTctuRV4AaABAg
뉴스,@brandonkim76,2023-07-22 11:18:12,교포들 짱,16,,UgwoPDAtVBaJDZVP-0B4AaABAg
뉴스,@user-up2mb1gg6y,2023-07-22 11:17:48,만들어져라ㅜㅜ...젭알,0,,UgwoRbXSAd-ecXszlKB4AaABAg
